"","date","time","post_id","title","description","total_clicks","other_clicks","photo_views","link_clicks","three_second_video_plays","comments","likes","shares","engagements","reach","impressions","hidden_unique_negative_comments","all_hidden_unique_negative_comments"
"617","11/19/2022","17:11",571723728289514,"Actualización de estado","Me trying to teach zoomers philosophy",313,134,179,NA,0,0,66,12,78,2373,2379,NA,NA
"618","11/19/2022","21:11",571893741605846,"Actualización de estado","",162,162,NA,NA,439,1,34,0,35,1161,1193,NA,NA
"619","11/19/2022","22:11",571895931605627,"Actualización de estado","",16,11,5,NA,0,0,5,0,5,683,728,NA,NA
"620","11/21/2022","09:11",573116621483558,"Actualización de estado","",149,148,NA,1,433,0,49,0,49,1303,1371,NA,NA
"621","11/21/2022","22:11",573547931440427,"","OC",336,185,151,NA,0,7,101,14,122,2772,2869,NA,NA
"622","11/22/2022","11:11",574059824722571,"Actualización de estado","",38,38,NA,NA,264,0,6,0,6,682,719,NA,NA
"623","11/22/2022","15:11",574171324711421,"","OC",1160,256,904,NA,0,8,143,39,190,9758,10130,NA,NA
"624","11/22/2022","19:11",574296798032207,"","o.c.",147,99,48,NA,0,12,89,11,112,2761,2914,NA,NA
"625","11/23/2022","16:11",575056041289616,"Actualización de estado","",114,54,60,NA,0,0,89,16,105,1980,2019,NA,NA
"626","11/23/2022","21:11",575233657938521,"","INTJ stare. that look of pure analyzing coupled with a slight sardonic smile that makes people uneasy",4160,1530,2628,2,0,90,304,70,464,20198,20198,NA,NA
"627","11/24/2022","09:11",575730087888878,"","Lots of protein today actually",226,142,84,NA,0,0,69,1,70,2398,2461,NA,NA
"628","11/24/2022","09:11",575731927888694,"Actualización de estado","",145,145,NA,NA,572,1,26,0,27,1119,1172,NA,NA
"629","11/24/2022","22:11",576175001177720,"Actualización de estado","Just bee yourself",159,159,NA,NA,982,1,42,0,43,1779,1827,NA,NA
"630","11/27/2022","05:11",578059507655936,"","OC",768,521,247,NA,0,5,261,44,310,8468,9092,NA,NA
"631","11/28/2022","20:11",579351170860103,"Actualización de estado","",129,76,53,NA,0,5,12,0,17,1528,1570,NA,NA
"632","11/29/2022","04:11",579622990832921,"","OC",18,5,13,NA,0,0,12,3,15,1191,1235,NA,NA
"633","11/29/2022","13:11",579957470799473,"this is certainly a cryptid of some kind","Prayer is clown-to-clown communication",186,81,105,NA,0,3,73,16,92,2726,2755,NA,NA
"634","11/30/2022","15:11",580860224042531,"","O.C  from one of the Philosophical Gym Bro community.",441,302,139,NA,0,29,256,28,313,8575,8887,1,NA
"635","12/01/2022","00:12",581180850677135,"Actualización de estado","",350,164,186,NA,0,3,124,26,153,3329,3347,NA,NA
"636","12/01/2022","05:12",581355173993036,"","OC",30,4,26,NA,0,0,27,1,28,1262,1308,NA,NA
"637","12/01/2022","17:12",581811230614097,"David Goggins & Akira The Don - THE REAL MERRY FUCKING CHRISTMAS | Music Video | Meaningwave","https://www.youtube.com/watch?v=aFZ93aVQ6Qw
Merry December 1",4,NA,NA,4,0,0,2,0,2,444,487,NA,NA
"638","12/03/2022","05:12",583115040483716,"","OC",86,50,36,NA,0,2,73,21,96,3150,3312,NA,NA
"639","12/04/2022","09:12",584273003701253,"Actualización de estado","",124,65,59,NA,0,0,61,19,80,2243,2265,NA,NA
"640","12/04/2022","09:12",584327130362507,"Actualización de estado","",49,24,25,NA,0,0,26,6,32,1182,1224,NA,NA
"641","12/04/2022","14:12",584464350348785,"Actualización de estado","",357,143,207,7,0,3,109,26,138,3421,3421,NA,NA
"642","12/05/2022","08:12",585098316952055,"Actualización de estado","But the important question is- What are the Pickles macros?",55,55,NA,NA,260,0,6,0,6,620,682,NA,NA
"643","12/05/2022","22:12",585545140240706,"Actualización de estado","",160,159,NA,1,355,0,32,0,32,1173,1280,NA,NA
"644","12/06/2022","05:12",585775313551022,"","OC",18,5,13,NA,0,0,17,1,18,1100,1181,NA,NA
"645","12/06/2022","14:12",586229113505642,"Actualización de estado","All numbers should be in scientific notation. No exceptions.",17,6,11,NA,0,0,6,2,8,1066,1130,NA,NA
"646","12/07/2022","12:12",587055810089639,"Actualización de estado","",623,220,403,NA,0,2,73,4,79,3221,3416,NA,NA
"647","12/07/2022","20:12",587325640062656,"Actualización de estado","",402,195,207,NA,0,14,187,21,222,4120,4236,NA,NA
"648","12/08/2022","14:12",587995103329043,"Actualización de estado",">Implying public hangings weren't peak entertainment for the whole family",91,55,36,NA,0,1,39,4,44,1341,1405,NA,NA
"649","12/09/2022","05:12",588528296609057,"","OC",162,112,50,NA,0,4,65,8,77,2101,2186,NA,1
"650","12/09/2022","10:12",588766719918548,"Actualización de estado","",386,142,244,NA,0,2,80,17,99,3334,3435,NA,NA
"651","12/09/2022","10:12",588795176582369,"","Same, Japanese Space Jerry Seinfeld.
O.C.",119,74,45,NA,0,8,68,10,86,2071,2262,NA,NA
"652","12/11/2022","19:12",591045506357336,"","",576,314,262,NA,0,9,226,41,276,6539,6539,NA,1
"653","12/12/2022","08:12",591586282969925,"","",852,441,411,NA,0,18,429,78,525,11629,12046,NA,NA
"654","12/12/2022","17:12",591586959636524,"","",126,120,6,NA,0,4,60,12,76,2730,2908,NA,NA
"655","12/13/2022","05:12",592464976215389,"","Pic taken in the wild. Didn't even notice Silent Spring hanging out on the side until just now.
OC",10,5,5,NA,0,0,12,1,13,649,709,NA,NA
"656","12/13/2022","16:12",592969072831646,"Actualización de estado","",199,84,115,NA,0,0,23,0,23,2190,2265,NA,NA
"657","12/13/2022","20:12",593114986150388,"Entomemeology","Some people have no idea how to maintain a healthy ecosystem with keystone predators in their bathrooms.",107,63,44,NA,0,8,65,15,88,2487,2577,NA,NA
"658","12/14/2022","00:12",593230222805531,"Actualización de estado","",80,42,38,NA,0,1,33,9,43,1709,1762,NA,NA
"659","12/14/2022","09:12",593679746093912,"Actualización de estado","",252,139,113,NA,0,1,43,9,53,1930,2040,NA,NA
"660","12/14/2022","17:12",594004172728136,"","O.C.",85,30,55,NA,0,4,74,17,95,2507,2700,NA,NA
"661","12/15/2022","05:12",594428139352406,"","*laughs in cnidarian*
OC",9,2,7,NA,0,0,11,0,11,1189,1248,NA,NA
"662","12/16/2022","10:12",595692005892686,"","O.C",1522,896,626,NA,0,52,1014,216,1282,22609,23823,NA,NA
"663","12/17/2022","05:12",596338179161402,"","OC",1260,124,1136,NA,0,4,59,5,68,3982,4034,NA,1
"664","12/17/2022","15:12",596720689123151,"","",537,264,273,NA,0,32,350,49,431,7157,7666,NA,NA
"665","12/19/2022","06:12",598160858979134,"","semi autobiographical O.C.",55,17,38,NA,0,0,38,4,42,1526,1693,NA,NA
"666","12/20/2022","16:12",599491885512698,"Actualización de estado","",59,32,27,NA,0,0,26,2,28,689,735,NA,NA
"667","12/20/2022","16:12",599495932178960,"Actualización de estado","",89,49,40,NA,0,1,16,5,22,1552,1666,NA,NA
"668","12/20/2022","18:12",599555072173046,"Actualización de estado","",196,87,109,NA,0,0,49,9,58,2068,2127,NA,NA
"669","12/21/2022","11:12",600260152102538,"Actualización de estado","",149,91,58,NA,0,5,66,12,83,2518,2592,NA,NA
"670","12/21/2022","21:12",600649612063592,"","OC",1195,479,716,NA,0,29,429,69,527,11525,11823,NA,NA
"671","12/22/2022","15:12",601350301993523,"Actualización de estado","",116,71,45,NA,0,3,45,12,60,2074,2222,NA,NA
"672","12/23/2022","16:12",602324948562725,"","Autobiographical O.C.",110,80,30,NA,0,9,66,9,84,2811,3132,NA,NA
"673","12/23/2022","19:12",602421751886378,"Actualización de estado","",237,102,135,NA,0,7,151,34,192,3054,3182,NA,NA
"674","12/24/2022","09:12",602981411830412,"Actualización de estado","",64,38,26,NA,0,0,24,1,25,1604,1666,NA,NA
"675","12/27/2022","16:12",605738258221394,"Fotos de la biografía","",17,11,6,NA,0,0,3,0,3,1169,1257,NA,NA
"676","12/29/2022","10:12",607459558049264,"Actualización de estado","",242,77,165,NA,0,1,50,16,67,2831,2976,NA,NA
"677","12/29/2022","22:12",607792261349327,"Actualización de estado","The mood for my entire analytic philosophy class last semester",769,436,333,NA,0,17,217,26,260,5442,5470,NA,NA
"678","12/29/2022","23:12",607839664677920,"Actualización de estado","",57,40,17,NA,0,1,31,6,38,798,862,NA,NA
"679","10/09/2022","13:10",534635928664961,"Actualización de estado","Unironically sounds better than Ubik",119,46,73,NA,0,2,56,11,69,1943,1976,NA,NA
"680","10/03/2022","05:10",528034982658389,"","OC",99,36,63,NA,0,1,66,21,88,3173,3295,NA,NA
"681","10/03/2022","12:10",528476872614200,"","I will not elaborate.",54,14,40,NA,0,0,41,12,53,1789,1823,NA,NA
"682","10/03/2022","21:10",528809595914261,"Actualización de estado","",158,65,93,NA,0,0,56,13,69,2566,2665,NA,NA
"683","10/04/2022","14:10",529507872511100,"Actualización de estado","",221,120,101,NA,0,3,120,38,161,2707,2899,NA,NA
"684","10/04/2022","21:10",529781809150373,"","How I talk about my favorite raccoon/modern psychologist.",928,415,513,NA,0,9,225,33,267,7332,8507,NA,NA
"685","10/05/2022","08:10",530240519104502,"","Homies be tripping.",190,98,92,NA,0,7,84,9,100,3274,3418,NA,NA
"686","10/06/2022","22:10",531852795609941,"Actualización de estado","""When you're not working do they put you in a little box? Frens."" ""Frens""",133,35,98,NA,0,0,27,3,30,1333,1369,NA,NA
"687","10/07/2022","09:10",532399385555282,"","I'm terms of the Turing test- machines have become indistinguishable from sufficiently inauthentic and stupid people who say nonsense simply to have said something.",8,5,3,NA,0,0,11,1,12,728,740,NA,NA
"688","10/07/2022","21:10",532934972168390,"Actualización de estado","",104,64,40,NA,0,4,38,5,47,2132,2211,NA,NA
"689","10/07/2022","23:10",532976825497538,"Actualización de estado","",127,50,77,NA,0,1,56,10,67,1476,1491,NA,NA
"690","10/08/2022","15:10",533632465431974,"Actualización de estado","Fruedmin when he procrastinates staring into the abyss",131,63,68,NA,0,0,52,1,53,2196,2214,NA,NA
"691","10/09/2022","10:10",534507215344499,"","When Senpai notices you",1540,223,1317,NA,0,1,84,14,99,5188,5188,1,NA
"692","10/09/2022","10:10",534508568677697,"Actualización de estado","",89,65,24,NA,0,3,50,2,55,1959,2025,NA,NA
"693","10/01/2022","05:10",526032756191945,"","OC",29,18,11,NA,0,1,18,2,21,963,1011,NA,NA
